date,temperature,pressure,humidity,wind_dir,wind_speed,coluds_hight,rain,snow,fog,hail,drizzle,precipitation,ice_pellets,other
28.03.2021 12:00,9.7,753.1,46,10,9.0,7,0,0,0,0,0,0,0,0
28.03.2021 13:00,10.0,753.3,49,10,7.0,9,0,0,0,0,0,0,0,0
28.03.2021 14:00,10.4,753.1,47,8,9.0,9,0,0,0,0,0,0,0,0
28.03.2021 15:00,10.9,752.7,58,1,8.0,9,0,0,0,0,0,0,0,0
28.03.2021 16:00,9.9,752.5,64,3,9.0,6,0,0,0,0,0,0,0,0
28.03.2021 17:00,9.6,751.9,71,3,9.0,6,0,0,0,0,0,0,0,0
28.03.2021 18:00,9.0,751.4,85,1,6.0,6,0,0,0,0,1,0,0,0
28.03.2021 19:00,7.7,750.1,92,1,7.0,5,0,0,0,0,0,0,0,0
28.03.2021 20:00,8.9,749.0,93,1,9.0,5,0,0,0,0,0,0,0,0
28.03.2021 21:00,9.2,748.4,94,1,6.0,8,0,0,0,0,0,0,0,0
28.03.2021 22:00,12.4,748.3,78,8,9.0,9,0,0,0,0,0,0,0,0
28.03.2021 23:00,12.4,748.9,76,3,8.0,10,0,0,0,0,0,0,0,0
29.03.2021 00:00,11.9,749.5,79,3,8.0,10,0,0,0,0,0,0,0,0
29.03.2021 01:00,12.6,761.2,77,8,10.0,10,0,0,0,0,0,0,0,0
29.03.2021 02:00,12.5,749.8,78,1,7.0,9,0,0,0,0,0,0,0,0
29.03.2021 03:00,12.8,749.8,77,3,7.0,9,0,0,0,0,0,0,0,0
29.03.2021 04:00,13.1,749.8,74,3,8.0,9,0,0,0,0,0,0,0,0
29.03.2021 05:00,13.0,750.1,73,3,7.0,9,0,0,0,0,0,0,0,0
29.03.2021 06:00,13.0,750.5,74,0,0.0,10,0,0,0,0,0,0,0,0
29.03.2021 07:00,13.1,751.3,75,3,7.0,9,0,0,0,0,0,0,0,0
29.03.2021 08:00,13.8,752.2,69,8,7.0,9,0,0,0,0,0,0,0,0
29.03.2021 09:00,14.1,753.2,67,10,5.0,10,0,0,0,0,0,0,0,0
29.03.2021 10:00,15.4,754.2,63,8,7.0,10,0,0,0,0,0,0,0,0
29.03.2021 11:00,15.9,754.9,61,8,7.0,7,0,0,0,0,0,0,0,0
29.03.2021 12:00,16.3,755.7,62,3,6.0,9,0,0,0,0,0,0,0,0
29.03.2021 13:00,16.8,756.4,59,3,8.0,9,0,0,0,0,0,0,0,0
29.03.2021 14:00,17.0,757.1,59,8,9.0,9,0,0,0,0,0,0,0,0
29.03.2021 15:00,16.6,757.2,65,3,8.0,9,0,0,0,0,0,0,0,0
29.03.2021 16:00,16.3,757.6,66,3,8.0,9,0,0,0,0,0,0,0,0
29.03.2021 17:00,16.1,757.6,70,3,8.0,9,0,0,0,0,0,0,0,0
29.03.2021 18:00,16.1,757.9,71,3,8.0,7,0,0,0,0,0,0,0,0
29.03.2021 19:00,14.8,758.6,76,3,10.0,9,0,0,0,0,0,0,0,0
29.03.2021 20:00,14.1,759.4,79,3,7.0,9,0,0,0,0,0,0,0,0
29.03.2021 21:00,13.7,759.8,81,3,8.0,9,0,0,0,0,0,0,0,0
29.03.2021 22:00,13.5,759.6,79,3,11.0,10,0,0,0,0,0,0,0,0
29.03.2021 23:00,13.0,760.3,80,3,12.0,10,0,0,0,0,0,0,0,0
30.03.2021 00:00,12.8,760.7,78,3,10.0,10,0,0,0,0,0,0,0,0
30.03.2021 01:00,11.3,763.9,73,3,4.0,10,0,0,0,0,0,0,0,0
30.03.2021 02:00,12.8,761.7,74,3,9.0,10,0,0,0,0,0,0,0,0
30.03.2021 03:00,12.5,762.1,73,3,4.0,10,0,0,0,0,0,0,0,0
30.03.2021 04:00,10.7,762.4,78,6,3.0,10,0,0,0,0,0,0,0,0
30.03.2021 05:00,10.3,762.7,80,6,5.0,10,0,0,0,0,0,0,0,0
30.03.2021 06:00,10.9,762.6,78,8,8.0,10,0,0,0,0,0,0,0,0
30.03.2021 07:00,12.1,762.9,75,3,8.0,10,0,0,0,0,0,0,0,0
30.03.2021 08:00,11.4,763.6,77,7,2.0,10,0,0,0,0,0,0,0,0
30.03.2021 09:00,12.6,763.8,71,8,5.0,10,0,0,0,0,0,0,0,0
30.03.2021 10:00,14.4,763.7,64,8,9.0,10,0,0,0,0,0,0,0,0
30.03.2021 11:00,14.5,764.0,59,8,9.0,10,0,0,0,0,0,0,0,0
30.03.2021 12:00,13.9,764.4,58,10,6.0,10,0,0,0,0,0,0,0,0
30.03.2021 13:00,13.9,764.2,59,3,6.0,10,0,0,0,0,0,0,0,0
30.03.2021 14:00,13.6,764.2,65,1,4.0,10,0,0,0,0,0,0,0,0
30.03.2021 15:00,13.7,763.9,65,1,6.0,10,0,0,0,0,0,0,0,0
30.03.2021 16:00,14.3,763.8,64,8,5.0,10,0,0,0,0,0,0,0,0
30.03.2021 17:00,13.8,763.7,69,8,7.0,10,0,0,0,0,0,0,0,0
30.03.2021 18:00,13.6,763.5,70,8,6.0,10,0,0,0,0,0,0,0,0
30.03.2021 19:00,13.2,763.9,70,0,0.0,10,0,0,0,0,0,0,0,0
30.03.2021 20:00,13.2,764.1,68,3,3.0,10,0,0,0,0,0,0,0,0
30.03.2021 21:00,12.2,764.2,73,1,3.0,10,0,0,0,0,0,0,0,0
30.03.2021 22:00,11.3,764.3,77,1,2.0,10,0,0,0,0,0,0,0,0
30.03.2021 23:00,11.3,764.1,77,3,3.0,10,0,0,0,0,0,0,0,0
31.03.2021 00:00,10.8,763.9,78,3,5.0,10,0,0,0,0,0,0,0,0
31.03.2021 01:00,11.3,763.9,73,3,4.0,10,0,0,0,0,0,0,0,0
31.03.2021 02:00,10.8,763.8,76,3,3.0,10,0,0,0,0,0,0,0,0
31.03.2021 03:00,10.7,763.6,77,6,1.0,10,0,0,0,0,0,0,0,0
31.03.2021 04:00,9.6,763.6,81,5,2.0,10,0,0,0,0,0,0,0,0
31.03.2021 05:00,8.5,763.9,94,9,4.0,4,0,0,0,0,0,0,0,0
31.03.2021 06:00,7.7,764.0,96,9,4.0,2,1,0,0,0,0,0,0,1
31.03.2021 07:00,7.3,764.4,97,5,3.0,2,1,0,0,0,0,0,0,1
31.03.2021 08:00,6.8,764.9,98,5,3.0,2,0,0,0,0,1,0,0,0
31.03.2021 09:00,7.2,765.4,98,5,4.0,2,0,1,0,0,1,0,0,0
31.03.2021 10:00,6.2,766.3,96,14,7.0,4,0,0,0,0,1,0,0,0
31.03.2021 11:00,5.7,766.9,96,14,6.0,4,0,0,0,0,0,0,0,0
31.03.2021 12:00,5.4,767.5,95,14,7.0,5,0,0,0,0,0,0,0,0
31.03.2021 13:00,5.0,768.2,93,14,7.0,5,0,0,0,0,0,0,0,0
31.03.2021 14:00,4.8,768.7,93,14,6.0,5,0,0,0,0,0,0,0,0
31.03.2021 15:00,4.8,769.0,92,14,6.0,5,0,0,0,0,0,0,0,0
31.03.2021 16:00,5.0,769.3,91,14,5.0,5,0,0,0,0,0,0,0,0
31.03.2021 17:00,5.0,769.5,89,14,4.0,8,0,0,0,0,0,0,0,0
31.03.2021 18:00,5.2,769.7,85,14,5.0,8,0,0,0,0,0,0,0,0
31.03.2021 19:00,4.8,770.0,85,14,5.0,8,0,0,0,0,0,0,0,0
31.03.2021 20:00,4.3,770.6,83,5,4.0,6,0,0,0,0,0,0,0,0
31.03.2021 21:00,3.9,771.1,88,5,5.0,8,0,0,0,0,0,0,0,0
31.03.2021 22:00,3.7,771.5,87,5,3.0,6,0,0,0,0,0,0,0,0
31.03.2021 23:00,3.6,772.0,84,9,4.0,6,0,0,0,0,0,0,0,0
01.04.2021 00:00,3.1,772.1,84,9,3.0,9,0,0,0,0,0,0,0,0
01.04.2021 01:00,-1.5,775.1,92,14,1.0,10,0,0,0,0,0,0,0,0
01.04.2021 02:00,3.1,772.3,76,9,3.0,10,0,0,0,0,0,0,0,0
01.04.2021 03:00,2.6,772.3,74,9,3.0,9,0,0,0,0,0,0,0,0
01.04.2021 04:00,2.6,772.3,74,9,2.0,9,0,0,0,0,0,0,0,0
01.04.2021 05:00,1.5,772.5,86,5,2.0,9,0,0,0,0,0,0,0,0
01.04.2021 06:00,2.5,772.9,81,5,1.0,9,0,0,0,0,0,0,0,0
01.04.2021 07:00,3.4,773.1,70,9,2.0,9,0,0,0,0,0,0,0,0
01.04.2021 08:00,3.0,773.5,73,5,2.0,9,0,0,0,0,0,0,0,0
01.04.2021 09:00,4.1,773.8,64,9,2.0,9,0,0,0,0,0,0,0,0
01.04.2021 10:00,4.7,774.1,60,5,3.0,9,0,0,0,0,0,0,0,0
01.04.2021 11:00,5.1,773.9,65,5,3.0,9,0,0,0,0,0,0,0,0
01.04.2021 12:00,5.6,773.9,57,9,3.0,9,0,0,0,0,0,0,0,0
01.04.2021 13:00,7.1,774.0,57,14,3.0,9,0,0,0,0,0,0,0,0
01.04.2021 14:00,7.2,773.9,55,14,2.0,9,0,0,0,0,0,0,0,0
01.04.2021 15:00,7.5,773.9,54,14,4.0,9,0,0,0,0,0,0,0,0
01.04.2021 16:00,7.1,774.0,59,13,4.0,9,0,0,0,0,0,0,0,0
01.04.2021 17:00,7.0,774.2,57,13,4.0,9,0,0,0,0,0,0,0,0
01.04.2021 18:00,6.2,774.4,60,13,4.0,10,0,0,0,0,0,0,0,0
01.04.2021 19:00,5.3,774.5,63,13,3.0,10,0,0,0,0,0,0,0,0
01.04.2021 20:00,3.8,774.7,70,11,2.0,10,0,0,0,0,0,0,0,0
01.04.2021 21:00,2.8,774.8,76,10,1.0,10,0,0,0,0,0,0,0,0
01.04.2021 22:00,1.6,775.1,81,15,1.0,10,0,0,0,0,0,0,0,0
01.04.2021 23:00,0.3,775.3,86,14,1.0,10,0,0,0,0,0,0,0,0
02.04.2021 00:00,-0.4,775.0,89,15,1.0,10,0,0,0,0,0,0,0,0
02.04.2021 01:00,-1.5,775.1,92,14,1.0,10,0,0,0,0,0,0,0,0
02.04.2021 02:00,-1.8,775.0,94,15,1.0,10,0,0,0,0,0,0,0,0
02.04.2021 03:00,-1.8,775.3,94,14,1.0,10,0,0,0,0,0,0,0,0
02.04.2021 04:00,2.0,774.8,95,9,2.0,8,0,0,0,0,0,0,0,0
02.04.2021 05:00,3.0,774.6,80,2,5.0,6,0,0,0,0,0,0,0,0
02.04.2021 06:00,3.3,774.4,80,2,5.0,6,0,0,0,0,0,0,0,0
02.04.2021 07:00,3.6,774.6,79,7,4.0,6,0,0,0,0,0,0,0,0
02.04.2021 08:00,5.0,774.9,77,4,6.0,6,0,0,0,0,0,0,0,0
02.04.2021 09:00,5.7,775.0,76,4,8.0,9,0,0,0,0,0,0,0,0
02.04.2021 10:00,6.4,775.4,77,4,6.0,9,0,0,0,0,0,0,0,0
02.04.2021 11:00,7.2,775.5,76,4,8.0,9,0,0,0,0,0,0,0,0
